Date,Close,High,Low,Open,Volume
2006-01-03,92.94931030273438,93.36043616337759,89.60265048844802,91.38416837052395,6188700
2006-01-04,91.66549682617188,92.97820341527455,91.15339972412082,91.8530271250167,4861600
2006-01-05,91.62945556640625,91.83140877422534,90.59804696691971,90.87933972106947,3717400
2006-01-06,92.92772674560547,93.22344786761852,91.80976993746829,91.80976993746829,4319600
2006-01-09,94.04570007324219,94.21158786610603,92.32187794864485,92.68251028438175,4723500
2006-01-10,95.22860717773438,95.89216958813157,93.77886864035209,93.80050570765411,5536800
2006-01-11,95.18526458740234,96.50517977171049,94.78856696278162,94.81020401452263,4671400
2006-01-12,95.3872299194336,96.07964868041545,94.75973332758522,94.77415069350569,3725500
2006-01-13,96.11569213867188,96.40420450851848,95.13477209243662,95.22133130620138,2894900
2006-01-17,95.63243865966797,96.02192757643613,94.1899099425548,94.48563097091198,3621600
2006-01-18,95.4737777709961,95.69736800375638,94.49285761665014,94.52892304255856,4302700
2006-01-19,96.51961517333984,97.24087963224466,95.71901118373063,95.72621986629566,5010700
2006-01-20,94.9804458618164,96.87369220816505,94.84314735097954,95.9993348910801,5679900
2006-01-23,96.01377868652344,96.96040185422788,95.12496599811213,95.12496599811213,3847900
2006-01-24,96.10771942138672,96.89536650568996,95.6307912501454,95.8403556100338,3758000
2006-01-25,96.5124282836914,96.85928029085972,95.71755864117128,96.577460967618,3740500
2006-01-26,99.28723907470703,99.98095392439521,96.11496150338324,96.11496150338324,4808200
2006-01-27,100.40006256103516,100.98537855447192,99.07045449863281,99.67021484350131,3687900
2006-01-30,101.07206726074219,101.62848340669277,100.23384298094693,100.84083639859112,3168600
2006-01-31,102.06932830810547,102.51012372450276,100.0460049045404,100.97095085596006,4906200
2006-02-01,102.40169525146484,103.2977300837237,101.47673864123524,102.17767551717903,3635900
2006-02-02,102.98702239990234,103.89029053167825,102.17768665599998,102.80636877354716,3711000
2006-02-03,103.14604187011719,103.42062799987328,101.6719014841552,102.28612848267719,4178900
2006-02-06,103.20382690429688,104.12877274998907,102.32223617227396,103.05207298023014,3849300
2006-02-07,100.79025268554688,103.55786714039799,100.79025268554688,102.86416349616863,5207700
2006-02-08,101.98981475830078,102.56067538789843,100.67466204172534,101.23830049543236,4481400
2006-02-09,101.7802505493164,103.22547946147583,101.52010890407884,101.98980389004203,3059500
2006-02-10,101.75131225585938,102.50283726145476,99.57624730121339,101.65014670043907,4433100
2006-02-13,100.91307830810547,102.4667056029987,100.55177117341663,100.91307830810547,2155200
2006-02-14,102.45230102539062,102.84251909900439,100.2772349656203,102.0331832182097,3003100
2006-02-15,104.88030242919922,105.14044417542456,102.17771934487071,102.61129259732157,4330700
2006-02-16,105.4294204711914,105.75460572257619,104.20821158345501,105.57395215012642,2847300
2006-02-17,105.16931915283203,105.66070279166924,104.09985268179562,105.63902523677294,2407200
2006-02-21,103.65904998779297,105.3210655777986,103.34109783694741,105.18376705573144,2539800
2006-02-22,105.16202545166016,105.16202545166016,103.5000108739327,103.65898685252846,2664200
2006-02-23,104.0276107788086,105.21992055128621,103.90475658415247,105.21992055128621,2457400
2006-02-24,104.17211151123047,105.06814645633848,103.37000895558612,103.37000895558612,2314700
2006-02-27,103.9263916015625,104.9597247349393,103.57952880641794,104.64177268583292,2282200
2006-02-28,102.09819793701172,104.17210905153998,101.96813261949195,103.76744669540439,3911700
2006-03-01,103.44223022460938,103.86858103160321,102.29327616066927,102.59677283645237,2989900
2006-03-02,104.05648040771484,104.67792927342089,102.78468294994914,103.38445426433464,2902300
2006-03-03,105.50169372558594,106.57115986231199,103.40611654837387,103.69515787412043,4042700
2006-03-06,104.79354858398438,106.2821325577774,104.28048748294614,105.89191458769848,2900600
2006-03-07,104.2587890625,104.3888653685627,103.4566867581403,104.32382170242184,2775400
2006-03-08,102.96534729003906,104.5406416566487,102.07652348840118,103.73131691976468,3633100
2006-03-09,102.39443969726562,103.62288174914444,102.03313256281781,103.08815424694166,2262100
2006-03-10,102.27167510986328,102.93647942447907,101.27446312482601,102.3439410027197,3247000
2006-03-13,101.68629455566406,103.29772150592937,100.57346225635531,102.2860658031216,4945700
2006-03-14,107.97308349609375,108.03089399328397,105.22714552379539,105.44393213170248,11360100
2006-03-15,107.66960144042969,108.13207445523214,106.65071196171249,107.1637733033374,7557100
2006-03-16,106.72291564941406,108.16814435664162,106.54948423510756,107.74180453430229,6025800
2006-03-17,108.65229797363281,109.50497764439136,106.96860515506924,107.12758119982428,6670000
2006-03-20,109.9675064086914,110.3143694245659,108.24769081644064,108.42834450237388,4896800
2006-03-21,107.9586181640625,109.8374205577772,107.67679890762768,109.55560130134238,4460600
2006-03-22,109.70734405517578,110.09755105274722,107.16373780326805,107.16373780326805,3770800
2006-03-23,109.59893035888672,109.80849472034316,108.7173398634701,109.2376231403134,3852700
2006-03-24,109.96023559570312,110.24928798108512,109.02806784012128,109.6061505584431,2651700
2006-03-27,112.00526428222656,112.26540598225358,109.93136388487633,109.93136388487633,4314600
2006-03-28,111.39826202392578,114.04303393152013,111.39826202392578,112.01247777761975,6481600
2006-03-29,113.37821960449219,113.86238106085109,111.88963538098321,111.9329904902158,4458100
2006-03-30,113.31316375732422,115.35094168412161,112.51829452283243,113.97796769072895,4771000
2006-03-31,113.42154693603516,114.4476579329703,112.9084859244579,113.45044665689531,3298400
2006-04-03,114.25984191894531,115.53165094883475,113.39270641525552,114.16590949831114,3979800
2006-04-04,116.34092712402344,116.60106876857942,114.25979396757548,114.25979396757548,5088800
2006-04-05,116.1602554321289,117.00571288879958,115.61829467583593,115.97960184669792,4191500
2006-04-06,117.09245300292969,117.11414158284589,115.66891253008771,115.66891253008771,4180900
2006-04-07,116.35538482666016,117.90177934848633,115.53882694871368,117.09244364578636,4964100
2006-04-10,117.39588928222656,118.54484303286199,116.66604199846944,117.42478899413628,4470700
2006-04-11,115.00408935546875,118.00294604426956,114.54161653223731,117.7861594963938,4962800
2006-04-12,115.2714614868164,115.83509988224871,114.46212579560927,115.35094951828617,3404000
2006-04-13,115.20643615722656,115.39432300311415,114.3176233191895,114.49827696255934,2217100
2006-04-17,117.0201644897461,117.93788776148577,115.61829094780879,115.79894452741475,3381700
2006-04-18,119.62882232666016,120.08406192442915,116.57216634354853,117.60549969652936,4828300
2006-04-19,120.71273040771484,121.08849296027816,118.21971308408412,118.90619451722591,4670400
2006-04-20,121.79673767089844,122.34592099872071,119.99742268805105,119.99742268805105,4893900
2006-04-21,120.1239242553711,122.12973403677083,119.71118277640458,122.10076313172866,3591500
2006-04-24,119.73287963867188,120.3990666720196,118.39325732269583,119.84149288627621,3431400
2006-04-25,117.886474609375,119.91400828554009,117.13338530577414,119.73297869033196,3361400
2006-04-26,118.32089233398438,119.22603995296885,117.45195282959233,118.39330856316923,3032600
2006-04-27,118.73365783691406,120.05154716760794,117.3795603876984,118.28470810491025,4063900
2006-04-28,116.06884002685547,119.39978640476455,114.881287248926,118.61773783649474,5349000
2006-05-01,113.2883071899414,117.06820564541101,113.02038695144768,116.07616709819389,5652300
2006-05-02,115.01172637939453,115.85894357841127,113.77347905826551,114.12106384440305,3710700
2006-05-03,115.243408203125,115.75029978726508,114.22964713317879,115.49685399519504,2521000
2006-05-04,114.43966674804688,116.09790406685366,114.41070687376423,115.25068686716985,2554600
2006-05-05,119.03781127929688,119.18988098953183,115.63445735378214,115.67790268551533,3737500
2006-05-08,118.4150390625,120.60187894852619,117.45196060623407,119.03778110756046,2395700
2006-05-09,120.02253723144531,120.39183336830533,118.53809338466293,118.57430148807946,2615300
2006-05-10,118.82054138183594,119.77638261769464,117.34334525725025,119.37087823248154,3215800
2006-05-11,115.33753204345703,119.11019227018093,114.84513703069145,119.03053883586114,3639600
2006-05-12,113.0420913696289,115.64167302652343,113.0131315035888,114.95376295411171,4579300
2006-05-15,110.89144134521484,113.68653755117857,109.42148253979204,111.94865859426602,6119200
2006-05-16,110.57284545898438,112.31797294956534,109.06667829712406,111.2245584598134,4016000
2006-05-17,107.32156372070312,109.45046195607294,106.4453758335014,109.23323533452177,7477600
2006-05-18,106.4670639038086,108.79872464366582,105.90225277295258,108.15426009439865,6076200
2006-05-19,108.19049072265625,108.94356870416435,106.26433387589982,107.38671916926035,6502500
2006-05-22,105.82982635498047,107.53874503593542,103.79505682981356,107.53874503593542,8472600
2006-05-23,104.05577850341797,107.80671635820259,104.05577850341797,107.20569695302636,5606600
2006-05-24,104.21504974365234,105.42432534442149,101.68063702308932,104.01953481144339,8759600
2006-05-25,106.67704772949219,106.67704772949219,104.76536598460793,105.14191036306951,5611300
2006-05-26,110.74659729003906,110.74659729003906,108.2339072047072,108.61768882127603,5749700
2006-05-30,108.49462127685547,110.0297481842648,108.07463143349209,109.34183816721813,5217200
2006-05-31,109.3056411743164,110.34837316062087,108.00222619143585,109.55908696652016,5262200
2006-06-01,111.1883544921875,111.21731435925011,108.75531683974403,109.283920044682,4206200
2006-06-02,111.57935333251953,113.68653961670522,111.22454254148721,112.60036248660931,4253400
2006-06-05,108.90735626220703,113.1724113682207,108.50910015223711,112.20209577990258,5400000
2006-06-06,108.0674057006836,110.1094133084993,106.8074360368538,109.62425543341838,6562400
2006-06-07,108.58147430419922,110.44969976751915,107.38668421737418,108.07459399612684,4319900
2006-06-08,108.44395446777344,109.1029047837391,104.63509612293677,107.74880707552917,7885500
2006-06-09,108.5381088256836,110.1384153851069,107.88640667159167,109.34188070862106,4407300
2006-06-12,104.99710845947266,109.1390642426346,104.99710845947266,108.83493601299647,5860300
2006-06-13,100.83346557617188,105.35920460562303,99.93555497502844,104.63508636091085,15679700
2006-06-14,100.29035949707031,102.65098058767718,99.0521126517552,101.19550714596085,10541300
2006-06-15,104.35989379882812,105.13470544539139,101.4272244241373,101.66617366645913,10870200
2006-06-16,104.27301025390625,104.70023729689677,103.26648649967198,103.76612977500513,6368000
2006-06-19,104.09197998046875,105.54021622367527,103.512683273353,104.98264217627437,6517300
2006-06-20,105.18536376953125,105.71397779993495,103.97608818411398,104.74365140187419,5808700
2006-06-21,108.49462127685547,108.84944313999847,105.35918843265057,105.5547034224776,7645900
2006-06-22,107.3939208984375,108.97974082178318,106.40912014073929,108.407692558835,4402000
2006-06-23,107.11154174804688,108.18323337946627,106.59742411471308,107.06085922958347,3488000
2006-06-26,108.54534912109375,108.58155725272263,107.24194477581791,107.83571614768371,3799600
2006-06-27,106.56120300292969,109.26215993437268,106.56120300292969,107.92978552279814,3666400
2006-06-28,106.07606506347656,107.53153847523986,105.04781868139769,106.74225239345024,4907100
2006-06-29,110.21078491210938,110.21078491210938,105.97470018376856,107.24190700021666,6656800
2006-06-30,108.9290542602539,110.58729049765022,108.25562989294605,110.21074608251789,5973300
2006-07-03,110.39179992675781,110.6379974240329,109.5880284098708,110.01525542852437,3250500
2006-07-05,109.3056411743164,109.84872982975273,108.6177310872638,109.84872982975273,4478600
2006-07-06,109.03768157958984,110.28316533001475,108.76251322451645,110.2759170790941,3441000
2006-07-07,107.53880310058594,108.97980247311371,107.48812056593336,108.62498053387279,3618700
2006-07-10,107.78495025634766,108.91457237497973,107.28530715406917,108.07459298706698,2946100
2006-07-11,107.6546401977539,107.89360050463722,106.11951331019948,107.45912521045562,3817200
2006-07-12,105.19268035888672,108.06018296167231,105.04785889244182,107.67640110346701,4300100
2006-07-13,103.22307586669922,105.1419851277799,102.89722480999093,104.29476796067054,6116700
2006-07-14,101.44894409179688,103.91094106317486,100.63068715257018,103.62129826036498,5659400
2006-07-17,102.00648498535156,103.02025667433297,100.7972094188665,101.44892215803218,4528700
2006-07-18,103.07096099853516,103.17233708397512,101.30411118158342,101.82547706360737,5874300
2006-07-19,106.42362976074219,107.06085717489621,103.33164262054507,103.33164262054507,6079400
2006-07-20,105.12747192382812,107.02466906624512,104.99713595520781,106.22813464967693,4264500
2006-07-21,103.10232543945312,105.2944507425047,102.92812414111191,105.28719604703079,4682400
2006-07-24,106.6300277709961,107.06555309529068,103.84269670794423,104.01690905283589,4610700
2006-07-25,107.78417205810547,108.6406912101609,105.4976806026773,106.63003321258704,4984000
2006-07-26,106.9784164428711,108.02366800856346,106.47756581132138,107.065517048057,3326000
2006-07-27,107.61715698242188,108.61160340871132,107.13082688126974,107.9365405893549,4085900
2006-07-28,110.12866973876953,110.58597002294329,108.39384604155921,108.62611799126392,4752200
2006-07-31,110.87637329101562,111.58772106260463,109.35931133267313,110.0416292481417,4370000
2006-08-01,109.79478454589844,110.14320914418956,108.582586371826,110.06336322489778,3468500
2006-08-02,108.80764770507812,109.24317309127198,107.09459816905058,109.0689607216203,6139300
2006-08-03,110.40457153320312,111.16672437834445,107.76966609159784,107.97290832708502,3854000
2006-08-04,111.05056762695312,113.44592356141364,110.45535045234612,111.78369044058194,4892300
2006-08-07,110.80374145507812,112.40065985358925,110.15771940326817,110.41903231612761,3029800
2006-08-08,109.93274688720703,112.7999243283842,109.23591955296119,110.80378659294973,6199900
2006-08-09,108.88749694824219,111.60224830905737,108.58989937041333,111.42078123863614,4234300
2006-08-10,110.06336212158203,110.41903033278953,107.79139186658165,108.51725982527917,3782100
2006-08-11,109.68589782714844,110.9634213323659,108.87292933072506,110.58597800237794,2576500
2006-08-14,109.14873504638672,111.06502555154232,108.46641755784755,110.68031651240655,3110900
2006-08-15,110.80374145507812,111.77641295486207,109.75850087950667,110.60776507733326,4907000
2006-08-16,112.5023193359375,112.5458696569715,110.85459537630703,111.74741018511445,3563900
2006-08-17,112.1103515625,113.86695143858793,111.67483724805739,111.7111218006912,3365700
2006-08-18,112.27729034423828,112.3281064357803,111.0578370576697,112.11034375578734,2742100
2006-08-21,111.66029357910156,111.96515685862376,110.07064063341068,111.1739632706351,3731200
2006-08-22,111.89252471923828,112.51677151367502,111.09407672924256,112.04496184121683,3696600
2006-08-23,110.84005737304688,112.32808920286267,110.4408277002863,111.3554286007684,2811300
